tokenizer_id,corpus_id,mask,tokenizer_fingerprint,corpus_sha,code_version,n_chars,n_mask,n_gold_words,n_tokens,n_tokens_accepted,b_tp,b_fp,b_fn,b_tn,w_tp,w_pred,w_gold,w_intact,crossing_tokens,f_midcodepoint,f_cluster_split,f_overlap_rejected,f_dropped_chars,f_prefix_space_trim,n_sents
gemma3,sighan_as,legal,b3876a60c424565773c7c8c087cca506f8d6809dfdfd9f34d9c707abf3dd281a,2be63cd08c949b44cd6e9a69edbec5fc-af9331ff81d8,c1-b1-a1,68582,63582,42425,53920,53866,34427,14439,2998,11718,26197,53866,42425,31321,2915,54,0,0,0,0,5000
gemma3,sighan_as,raw,b3876a60c424565773c7c8c087cca506f8d6809dfdfd9f34d9c707abf3dd281a,2be63cd08c949b44cd6e9a69edbec5fc-af9331ff81d8,c1-b1-a1,68582,63582,42425,53920,53866,34427,14439,2998,11718,26197,53866,42425,31321,2915,54,0,0,0,0,5000
gemma3,sighan_cityu,core,b3876a60c424565773c7c8c087cca506f8d6809dfdfd9f34d9c707abf3dd281a,58581cf718d59e4d15084352ad65b879-af9331ff81d8,c1-b1-a1,67689,53468,40936,54427,54335,25045,15388,2111,10924,14303,41925,28648,28640,2049,92,0,0,0,0,1492
gemma3,sighan_cityu,legal,b3876a60c424565773c7c8c087cca506f8d6809dfdfd9f34d9c707abf3dd281a,58581cf718d59e4d15084352ad65b879-af9331ff81d8,c1-b1-a1,67689,66197,40936,54427,54335,37048,15795,2396,10958,24572,54335,40936,28640,2325,92,0,0,0,0,1492
gemma3,sighan_cityu,raw,b3876a60c424565773c7c8c087cca506f8d6809dfdfd9f34d9c707abf3dd281a,58581cf718d59e4d15084352ad65b879-af9331ff81d8,c1-b1-a1,67689,66197,40936,54427,54335,37048,15795,2396,10958,24572,54335,40936,28640,2325,92,0,0,0,0,1492
gemma3,sighan_msr,core,b3876a60c424565773c7c8c087cca506f8d6809dfdfd9f34d9c707abf3dd281a,0560e07eb0101afa53c16a255caaa319-af9331ff81d8,c1-b1-a1,184355,146372,106873,128602,128574,64396,26931,7273,47772,46071,95312,75654,87267,7115,28,0,0,0,0,3985
gemma3,sighan_msr,legal,b3876a60c424565773c7c8c087cca506f8d6809dfdfd9f34d9c707abf3dd281a,0560e07eb0101afa53c16a255caaa319-af9331ff81d8,c1-b1-a1,184355,180370,106873,128602,128574,94881,29708,8007,47774,73474,128574,106873,87267,7735,28,0,0,0,0,3985
gemma3,sighan_msr,raw,b3876a60c424565773c7c8c087cca506f8d6809dfdfd9f34d9c707abf3dd281a,0560e07eb0101afa53c16a255caaa319-af9331ff81d8,c1-b1-a1,184355,180370,106873,128602,128574,94881,29708,8007,47774,73474,128574,106873,87267,7735,28,0,0,0,0,3985
gemma3,sighan_pku,core,b3876a60c424565773c7c8c087cca506f8d6809dfdfd9f34d9c707abf3dd281a,b2a4d594aa65a829a81df1b6afce55ee-af9331ff81d8,c1-b1-a1,172733,135942,104372,124485,124457,62458,26103,7339,40042,41236,90505,71741,82951,7120,28,0,0,0,0,1944
gemma3,sighan_pku,legal,b3876a60c424565773c7c8c087cca506f8d6809dfdfd9f34d9c707abf3dd281a,b2a4d594aa65a829a81df1b6afce55ee-af9331ff81d8,c1-b1-a1,172733,170789,104372,124485,124457,94359,28154,8069,40207,69095,124457,104372,82951,7787,28,0,0,0,0,1944
gemma3,sighan_pku,raw,b3876a60c424565773c7c8c087cca506f8d6809dfdfd9f34d9c707abf3dd281a,b2a4d594aa65a829a81df1b6afce55ee-af9331ff81d8,c1-b1-a1,172733,170789,104372,124485,124457,94359,28154,8069,40207,69095,124457,104372,82951,7787,28,0,0,0,0,1944
gemma3,ud_th_pud,core,b3876a60c424565773c7c8c087cca506f8d6809dfdfd9f34d9c707abf3dd281a,4b0e1b9bb0262e2aedf915e4322e9c30-af9331ff81d8,c1-b1-a1,98318,50336,22330,35776,35776,17169,9523,1712,21932,11837,27692,19881,14919,1690,0,5168,0,0,0,1000
gemma3,ud_th_pud,legal,b3876a60c424565773c7c8c087cca506f8d6809dfdfd9f34d9c707abf3dd281a,4b0e1b9bb0262e2aedf915e4322e9c30-af9331ff81d8,c1-b1-a1,98318,55046,22330,35776,35776,19987,9621,3499,21939,12839,30608,24486,14919,3463,0,5168,0,0,0,1000
gemma3,ud_th_pud,raw,b3876a60c424565773c7c8c087cca506f8d6809dfdfd9f34d9c707abf3dd281a,4b0e1b9bb0262e2aedf915e4322e9c30-af9331ff81d8,c1-b1-a1,98318,97318,22330,35776,35776,19987,14789,3499,59043,11889,35776,24486,14919,3463,0,5168,0,0,0,1000
gemma3,ud_yue_hk,core,b3876a60c424565773c7c8c087cca506f8d6809dfdfd9f34d9c707abf3dd281a,c57eef85e9d45467b37b16a74061fa07-af9331ff81d8,c1-b1-a1,18633,12998,13918,15972,15851,8027,2295,412,2264,6765,11326,9443,11863,399,121,0,0,0,0,1004
gemma3,ud_yue_hk,legal,b3876a60c424565773c7c8c087cca506f8d6809dfdfd9f34d9c707abf3dd281a,c57eef85e9d45467b37b16a74061fa07-af9331ff81d8,c1-b1-a1,18633,17629,13918,15972,15851,12471,2376,444,2338,11028,15851,13919,11863,431,121,0,0,0,0,1004
gemma3,ud_yue_hk,raw,b3876a60c424565773c7c8c087cca506f8d6809dfdfd9f34d9c707abf3dd281a,c57eef85e9d45467b37b16a74061fa07-af9331ff81d8,c1-b1-a1,18633,17629,13918,15972,15851,12471,2376,444,2338,11028,15851,13919,11863,431,121,0,0,0,0,1004
gemma3,ud_zh_gsd,core,b3876a60c424565773c7c8c087cca506f8d6809dfdfd9f34d9c707abf3dd281a,8cac770ebc7b997f152fcbf748555fd2-af9331ff81d8,c1-b1-a1,19235,15035,12010,15239,15233,7154,3987,785,3109,4423,11641,8439,8938,758,6,0,0,0,0,500
gemma3,ud_zh_gsd,legal,b3876a60c424565773c7c8c087cca506f8d6809dfdfd9f34d9c707abf3dd281a,8cac770ebc7b997f152fcbf748555fd2-af9331ff81d8,c1-b1-a1,19235,18735,12010,15239,15233,10646,4087,893,3109,7398,15233,12039,8938,865,6,0,0,0,0,500
gemma3,ud_zh_gsd,raw,b3876a60c424565773c7c8c087cca506f8d6809dfdfd9f34d9c707abf3dd281a,8cac770ebc7b997f152fcbf748555fd2-af9331ff81d8,c1-b1-a1,19235,18735,12010,15239,15233,10646,4087,893,3109,7398,15233,12039,8938,865,6,0,0,0,0,500
gemma3,ud_zh_gsdsimp,core,b3876a60c424565773c7c8c087cca506f8d6809dfdfd9f34d9c707abf3dd281a,6f25aa75467198a1068703ba7201892f-af9331ff81d8,c1-b1-a1,19235,15035,12010,14499,14495,6934,3469,1005,3627,4456,10903,8439,9419,961,4,0,0,0,0,500
gemma3,ud_zh_gsdsimp,legal,b3876a60c424565773c7c8c087cca506f8d6809dfdfd9f34d9c707abf3dd281a,6f25aa75467198a1068703ba7201892f-af9331ff81d8,c1-b1-a1,19235,18735,12010,14499,14495,10426,3569,1113,3627,7452,14495,12039,9419,1068,4,0,0,0,0,500
gemma3,ud_zh_gsdsimp,raw,b3876a60c424565773c7c8c087cca506f8d6809dfdfd9f34d9c707abf3dd281a,6f25aa75467198a1068703ba7201892f-af9331ff81d8,c1-b1-a1,19235,18735,12010,14499,14495,10426,3569,1113,3627,7452,14495,12039,9419,1068,4,0,0,0,0,500
gemma3,ud_zh_hk,core,b3876a60c424565773c7c8c087cca506f8d6809dfdfd9f34d9c707abf3dd281a,3b03a30f7f07a74d502e63ab7b2158b1-af9331ff81d8,c1-b1-a1,14063,10547,9874,10364,10356,5515,1430,938,2664,4583,7949,7457,8677,912,8,0,0,0,0,1004
gemma3,ud_zh_hk,legal,b3876a60c424565773c7c8c087cca506f8d6809dfdfd9f34d9c707abf3dd281a,3b03a30f7f07a74d502e63ab7b2158b1-af9331ff81d8,c1-b1-a1,14063,13059,9874,10364,10356,7886,1466,984,2723,6820,10356,9874,8677,958,8,0,0,0,0,1004
gemma3,ud_zh_hk,raw,b3876a60c424565773c7c8c087cca506f8d6809dfdfd9f34d9c707abf3dd281a,3b03a30f7f07a74d502e63ab7b2158b1-af9331ff81d8,c1-b1-a1,14063,13059,9874,10364,10356,7886,1466,984,2723,6820,10356,9874,8677,958,8,0,0,0,0,1004
gemma3,vistec_th,core,b3876a60c424565773c7c8c087cca506f8d6809dfdfd9f34d9c707abf3dd281a,bed5ca30c44920d580dad8f82cb8699a-af9331ff81d8,c1-b1-a1,1392530,681825,337977,530348,530342,237919,118960,17908,307038,171876,361879,260827,226722,17896,6,70789,0,0,0,5000
gemma3,vistec_th,legal,b3876a60c424565773c7c8c087cca506f8d6809dfdfd9f34d9c707abf3dd281a,bed5ca30c44920d580dad8f82cb8699a-af9331ff81d8,c1-b1-a1,1392530,842412,337977,530348,530342,318135,136418,77855,310004,196675,459553,400990,226722,77591,6,70789,0,0,0,5000
gemma3,vistec_th,raw,b3876a60c424565773c7c8c087cca506f8d6809dfdfd9f34d9c707abf3dd281a,bed5ca30c44920d580dad8f82cb8699a-af9331ff81d8,c1-b1-a1,1392530,1387530,337977,530348,530342,318215,207127,77887,784301,176138,530342,401102,226722,77620,6,70789,0,0,0,5000
gemma3,wisesight1000,core,b3876a60c424565773c7c8c087cca506f8d6809dfdfd9f34d9c707abf3dd281a,db4e643f660267c46562963d21e2ca5d-af9331ff81d8,c1-b1-a1,75135,35989,18790,29597,29597,11908,6014,812,17255,9209,18915,13713,12571,812,0,4398,0,0,0,993
gemma3,wisesight1000,legal,b3876a60c424565773c7c8c087cca506f8d6809dfdfd9f34d9c707abf3dd281a,db4e643f660267c46562963d21e2ca5d-af9331ff81d8,c1-b1-a1,75135,46265,18790,29597,29597,17299,6907,4423,17636,11036,25199,22715,12571,4388,0,4398,0,0,0,993
gemma3,wisesight1000,raw,b3876a60c424565773c7c8c087cca506f8d6809dfdfd9f34d9c707abf3dd281a,db4e643f660267c46562963d21e2ca5d-af9331ff81d8,c1-b1-a1,75135,74142,18790,29597,29597,17311,11293,4426,41112,9648,29597,22730,12571,4391,0,4398,0,0,0,993
glm4.5,alt_km,core,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,57adf94bc86a52a59e4151d41cf87c72-af9331ff81d8,c1-b1-a1,699986,349503,177585,1137871,578630,145377,139596,8765,55765,50407,289973,159142,12080,8765,559241,269303,0,0,0,5000
glm4.5,alt_km,legal,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,57adf94bc86a52a59e4151d41cf87c72-af9331ff81d8,c1-b1-a1,699986,369883,177585,1137871,578630,163630,140697,9634,55922,64561,309327,178264,12080,9632,559241,269303,0,0,0,5000
glm4.5,alt_km,raw,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,57adf94bc86a52a59e4151d41cf87c72-af9331ff81d8,c1-b1-a1,699986,694986,177585,1137871,578630,163631,409999,9634,111722,11246,578630,178265,12080,9632,559241,269303,0,0,0,5000
glm4.5,hkcancor_d,core,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,f318a47addd2c515077cf9aec2e1f445-af9331ff81d8,c1-b1-a1,2858,1962,2445,3736,2709,1486,330,68,78,1392,2073,1811,2136,68,1027,0,0,0,0,257
glm4.5,hkcancor_d,legal,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,f318a47addd2c515077cf9aec2e1f445-af9331ff81d8,c1-b1-a1,2858,2601,2445,3736,2709,2117,335,71,78,1999,2709,2445,2136,71,1027,0,0,0,0,257
glm4.5,hkcancor_d,raw,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,f318a47addd2c515077cf9aec2e1f445-af9331ff81d8,c1-b1-a1,2858,2601,2445,3736,2709,2117,335,71,78,1999,2709,2445,2136,71,1027,0,0,0,0,257
glm4.5,hkcancor_p,core,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,edbbd3fee436612fbcab80d64f4359d8-af9331ff81d8,c1-b1-a1,2858,1962,2178,3736,2709,1253,563,58,88,997,2073,1568,1667,58,1027,0,0,0,0,257
glm4.5,hkcancor_p,legal,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,edbbd3fee436612fbcab80d64f4359d8-af9331ff81d8,c1-b1-a1,2858,2601,2178,3736,2709,1860,592,61,88,1552,2709,2178,1667,61,1027,0,0,0,0,257
glm4.5,hkcancor_p,raw,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,edbbd3fee436612fbcab80d64f4359d8-af9331ff81d8,c1-b1-a1,2858,2601,2178,3736,2709,1860,592,61,88,1552,2709,2178,1667,61,1027,0,0,0,0,257
glm4.5,hkcancor_s,core,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,b8ddbfc684e40364d686881c7f75b390-af9331ff81d8,c1-b1-a1,2858,1962,2178,3736,2709,1253,563,58,88,997,2073,1568,1667,58,1027,0,0,0,0,257
glm4.5,hkcancor_s,legal,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,b8ddbfc684e40364d686881c7f75b390-af9331ff81d8,c1-b1-a1,2858,2601,2178,3736,2709,1860,592,61,88,1552,2709,2178,1667,61,1027,0,0,0,0,257
glm4.5,hkcancor_s,raw,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,b8ddbfc684e40364d686881c7f75b390-af9331ff81d8,c1-b1-a1,2858,2601,2178,3736,2709,1860,592,61,88,1552,2709,2178,1667,61,1027,0,0,0,0,257
glm4.5,khpos,core,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,db07f6e38fbdec98e108f08272cddb44-af9331ff81d8,c1-b1-a1,50072,24146,10778,83241,42107,8575,11977,608,2986,2625,21552,10183,627,608,41134,19804,0,0,0,1000
glm4.5,khpos,legal,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,db07f6e38fbdec98e108f08272cddb44-af9331ff81d8,c1-b1-a1,50072,24906,10778,83241,42107,9164,12139,613,2990,3163,22303,10777,627,613,41134,19804,0,0,0,1000
glm4.5,khpos,raw,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,db07f6e38fbdec98e108f08272cddb44-af9331ff81d8,c1-b1-a1,50072,49072,10778,83241,42107,9164,31943,614,7351,616,42107,10778,627,614,41134,19804,0,0,0,1000
glm4.5,osf_cwsa_zh,core,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,40a6e2b75aed4185096260b399664383-af9331ff81d8,c1-b1-a1,10310,9313,5425,9502,8328,4026,3305,402,1580,1777,7831,4928,2840,398,1174,0,0,0,0,500
glm4.5,osf_cwsa_zh,legal,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,40a6e2b75aed4185096260b399664383-af9331ff81d8,c1-b1-a1,10310,9810,5425,9502,8328,4523,3305,402,1580,2274,8328,5425,2840,398,1174,0,0,0,0,500
glm4.5,osf_cwsa_zh,raw,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,40a6e2b75aed4185096260b399664383-af9331ff81d8,c1-b1-a1,10310,9810,5425,9502,8328,4523,3305,402,1580,2274,8328,5425,2840,398,1174,0,0,0,0,500
glm4.5,sighan_as,core,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,2be63cd08c949b44cd6e9a69edbec5fc-af9331ff81d8,c1-b1-a1,68582,54820,42425,64906,57024,25828,17633,3261,8098,14891,48461,34089,27852,3164,7882,0,0,9,0,5000
glm4.5,sighan_as,legal,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,2be63cd08c949b44cd6e9a69edbec5fc-af9331ff81d8,c1-b1-a1,68582,63582,42425,64906,57024,33973,18051,3452,8106,22077,57024,42425,27852,3341,7882,0,0,9,0,5000
glm4.5,sighan_as,raw,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,2be63cd08c949b44cd6e9a69edbec5fc-af9331ff81d8,c1-b1-a1,68582,63582,42425,64906,57024,33973,18051,3452,8106,22077,57024,42425,27852,3341,7882,0,0,9,0,5000
glm4.5,sighan_cityu,core,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,58581cf718d59e4d15084352ad65b879-af9331ff81d8,c1-b1-a1,67689,53468,40936,64297,56457,24617,17949,2539,8363,11220,44058,28648,25773,2433,7840,0,0,6,0,1492
glm4.5,sighan_cityu,legal,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,58581cf718d59e4d15084352ad65b879-af9331ff81d8,c1-b1-a1,67689,66197,40936,64297,56457,36605,18360,2839,8393,21002,56457,40936,25773,2724,7840,0,0,6,0,1492
glm4.5,sighan_cityu,raw,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,58581cf718d59e4d15084352ad65b879-af9331ff81d8,c1-b1-a1,67689,66197,40936,64297,56457,36605,18360,2839,8393,21002,56457,40936,25773,2724,7840,0,0,6,0,1492
glm4.5,sighan_msr,core,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,0560e07eb0101afa53c16a255caaa319-af9331ff81d8,c1-b1-a1,184355,146372,106873,111732,111201,58064,15986,13605,58717,42195,78035,75654,95674,13031,531,0,0,4,0,3985
glm4.5,sighan_msr,legal,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,0560e07eb0101afa53c16a255caaa319-af9331ff81d8,c1-b1-a1,184355,180370,106873,111732,111201,88451,18765,14437,58717,69727,111201,106873,95674,13748,531,0,0,4,0,3985
glm4.5,sighan_msr,raw,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,0560e07eb0101afa53c16a255caaa319-af9331ff81d8,c1-b1-a1,184355,180370,106873,111732,111201,88451,18765,14437,58717,69727,111201,106873,95674,13748,531,0,0,4,0,3985
glm4.5,sighan_pku,core,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,b2a4d594aa65a829a81df1b6afce55ee-af9331ff81d8,c1-b1-a1,172733,135942,104372,104463,104262,56105,12391,13692,53754,38732,70440,71741,92946,12935,201,0,0,4,0,1944
glm4.5,sighan_pku,legal,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,b2a4d594aa65a829a81df1b6afce55ee-af9331ff81d8,c1-b1-a1,172733,170789,104372,104463,104262,87871,14447,14557,53914,67072,104262,104372,92946,13734,201,0,0,4,0,1944
glm4.5,sighan_pku,raw,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,b2a4d594aa65a829a81df1b6afce55ee-af9331ff81d8,c1-b1-a1,172733,170789,104372,104463,104262,87871,14447,14557,53914,67072,104262,104372,92946,13734,201,0,0,4,0,1944
glm4.5,ud_th_pud,core,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,4b0e1b9bb0262e2aedf915e4322e9c30-af9331ff81d8,c1-b1-a1,98318,50336,22330,93658,89530,18807,27930,74,3525,6887,47737,19881,630,74,4128,37450,0,0,0,1000
glm4.5,ud_th_pud,legal,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,4b0e1b9bb0262e2aedf915e4322e9c30-af9331ff81d8,c1-b1-a1,98318,55046,22330,93658,89530,23052,28028,434,3532,10000,52080,24486,630,433,4128,37450,0,0,0,1000
glm4.5,ud_th_pud,raw,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,4b0e1b9bb0262e2aedf915e4322e9c30-af9331ff81d8,c1-b1-a1,98318,97318,22330,93658,89530,23052,65478,434,8354,2299,89530,24486,630,433,4128,37450,0,0,0,1000
glm4.5,ud_yue_hk,core,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,c57eef85e9d45467b37b16a74061fa07-af9331ff81d8,c1-b1-a1,18633,12998,13918,19882,16526,7983,3030,456,1529,6057,12017,9443,11146,449,3356,0,0,1,0,1004
glm4.5,ud_yue_hk,legal,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,c57eef85e9d45467b37b16a74061fa07-af9331ff81d8,c1-b1-a1,18633,17629,13918,19882,16526,12427,3095,488,1619,10249,16526,13919,11146,481,3356,0,0,1,0,1004
glm4.5,ud_yue_hk,raw,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,c57eef85e9d45467b37b16a74061fa07-af9331ff81d8,c1-b1-a1,18633,17629,13918,19882,16526,12427,3095,488,1619,10249,16526,13919,11146,481,3356,0,0,1,0,1004
glm4.5,ud_zh_gsd,core,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,8cac770ebc7b997f152fcbf748555fd2-af9331ff81d8,c1-b1-a1,19235,15035,12010,17575,15570,7096,4382,843,2714,3550,11978,8439,8084,816,2005,0,0,3,0,500
glm4.5,ud_zh_gsd,legal,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,8cac770ebc7b997f152fcbf748555fd2-af9331ff81d8,c1-b1-a1,19235,18735,12010,17575,15570,10588,4482,951,2714,6454,15570,12039,8084,923,2005,0,0,3,0,500
glm4.5,ud_zh_gsd,raw,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,8cac770ebc7b997f152fcbf748555fd2-af9331ff81d8,c1-b1-a1,19235,18735,12010,17575,15570,10588,4482,951,2714,6454,15570,12039,8084,923,2005,0,0,3,0,500
glm4.5,ud_zh_gsdsimp,core,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,6f25aa75467198a1068703ba7201892f-af9331ff81d8,c1-b1-a1,19235,15035,12010,12492,12458,6333,2033,1606,5063,4180,8866,8439,10335,1493,34,0,0,3,0,500
glm4.5,ud_zh_gsdsimp,legal,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,6f25aa75467198a1068703ba7201892f-af9331ff81d8,c1-b1-a1,19235,18735,12010,12492,12458,9825,2133,1714,5063,7236,12458,12039,10335,1600,34,0,0,3,0,500
glm4.5,ud_zh_gsdsimp,raw,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,6f25aa75467198a1068703ba7201892f-af9331ff81d8,c1-b1-a1,19235,18735,12010,12492,12458,9825,2133,1714,5063,7236,12458,12039,10335,1600,34,0,0,3,0,500
glm4.5,ud_zh_hk,core,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,3b03a30f7f07a74d502e63ab7b2158b1-af9331ff81d8,c1-b1-a1,14063,10547,9874,12280,11215,5399,2414,1054,1680,3562,8817,7457,7719,999,1065,0,0,1,0,1004
glm4.5,ud_zh_hk,legal,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,3b03a30f7f07a74d502e63ab7b2158b1-af9331ff81d8,c1-b1-a1,14063,13059,9874,12280,11215,7769,2442,1101,1747,5716,11215,9874,7719,1046,1065,0,0,1,0,1004
glm4.5,ud_zh_hk,raw,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,3b03a30f7f07a74d502e63ab7b2158b1-af9331ff81d8,c1-b1-a1,14063,13059,9874,12280,11215,7769,2442,1101,1747,5716,11215,9874,7719,1046,1065,0,0,1,0,1004
glm4.5,vistec_th,core,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,bed5ca30c44920d580dad8f82cb8699a-af9331ff81d8,c1-b1-a1,1392530,681825,337977,1255982,1218575,254219,343042,1608,82956,102208,602261,260827,16097,1606,37407,481831,0,0,0,5000
glm4.5,vistec_th,legal,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,bed5ca30c44920d580dad8f82cb8699a-af9331ff81d8,c1-b1-a1,1392530,842412,337977,1255982,1218575,371123,360621,24867,85801,177184,736744,400990,16097,24826,37407,481831,0,0,0,5000
glm4.5,vistec_th,raw,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,bed5ca30c44920d580dad8f82cb8699a-af9331ff81d8,c1-b1-a1,1392530,1387530,337977,1255982,1218575,371232,842343,24870,149085,49790,1218575,401102,16097,24829,37407,481831,0,0,0,5000
glm4.5,wisesight1000,core,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,db4e643f660267c46562963d21e2ca5d-af9331ff81d8,c1-b1-a1,75135,35989,18790,66015,63751,12634,16888,86,6381,5236,30515,13713,1899,86,2264,24826,0,0,0,993
glm4.5,wisesight1000,legal,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,db4e643f660267c46562963d21e2ca5d-af9331ff81d8,c1-b1-a1,75135,46265,18790,66015,63751,20213,17719,1509,6824,10004,38925,22715,1899,1493,2264,24826,0,0,0,993
glm4.5,wisesight1000,raw,fd24932545ebd7b0f4f646616adf9a26fd3c011c7bcbe1907a403572b6aecc29,db4e643f660267c46562963d21e2ca5d-af9331ff81d8,c1-b1-a1,75135,74142,18790,66015,63751,20228,42530,1509,9875,3629,63751,22730,1899,1493,2264,24826,0,0,0,993
hunyuan,alt_km,core,206e282730c60fd1f3f24dbde9bde68687ace953783fbed3f1eead6e2168fd84,57adf94bc86a52a59e4151d41cf87c72-af9331ff81d8,c1-b1-a1,699986,349503,177585,1141120,581879,145377,142845,8765,52516,50013,293222,159142,10976,8765,559241,269303,0,0,0,5000
hunyuan,alt_km,legal,206e282730c60fd1f3f24dbde9bde68687ace953783fbed3f1eead6e2168fd84,57adf94bc86a52a59e4151d41cf87c72-af9331ff81d8,c1-b1-a1,699986,369883,177585,1141120,581879,163630,143946,9634,52673,63458,312576,178264,10976,9632,559241,269303,0,0,0,5000
hunyuan,alt_km,raw,206e282730c60fd1f3f24dbde9bde68687ace953783fbed3f1eead6e2168fd84,57adf94bc86a52a59e4151d41cf87c72-af9331ff81d8,c1-b1-a1,699986,694986,177585,1141120,581879,163631,413248,9634,108473,10143,581879,178265,10976,9632,559241,269303,0,0,0,5000
hunyuan,hkcancor_d,core,206e282730c60fd1f3f24dbde9bde68687ace953783fbed3f1eead6e2168fd84,f318a47addd2c515077cf9aec2e1f445-af9331ff81d8,c1-b1-a1,2858,1962,2445,3192,2724,1496,335,58,73,1404,2088,1811,2131,58,468,0,0,0,0,257
hunyuan,hkcancor_d,legal,206e282730c60fd1f3f24dbde9bde68687ace953783fbed3f1eead6e2168fd84,f318a47addd2c515077cf9aec2e1f445-af9331ff81d8,c1-b1-a1,2858,2601,2445,3192,2724,2127,340,61,73,2015,2724,2445,2131,61,468,0,0,0,0,257
hunyuan,hkcancor_d,raw,206e282730c60fd1f3f24dbde9bde68687ace953783fbed3f1eead6e2168fd84,f318a47addd2c515077cf9aec2e1f445-af9331ff81d8,c1-b1-a1,2858,2601,2445,3192,2724,2127,340,61,73,2015,2724,2445,2131,61,468,0,0,0,0,257
hunyuan,hkcancor_p,core,206e282730c60fd1f3f24dbde9bde68687ace953783fbed3f1eead6e2168fd84,edbbd3fee436612fbcab80d64f4359d8-af9331ff81d8,c1-b1-a1,2858,1962,2178,3192,2724,1263,568,48,83,1009,2088,1568,1662,48,468,0,0,0,0,257
