tokenizer_id,corpus_id,mask,tokenizer_fingerprint,corpus_sha,code_version,n_chars,n_mask,n_gold_words,n_tokens,n_tokens_accepted,b_tp,b_fp,b_fn,b_tn,w_tp,w_pred,w_gold,w_intact,crossing_tokens,f_midcodepoint,f_cluster_split,f_overlap_rejected,f_dropped_chars,f_prefix_space_trim,n_sents
o200k_base,sighan_as,core,05b3eebedeb9779bfc6567860bbcfd51a80a512040acd46291a6e2da228ca484,2be63cd08c949b44cd6e9a69edbec5fc-af9331ff81d8,c1-b1-a1,68582,54820,42425,68224,62222,28167,20553,922,5178,16314,53720,34089,25324,915,6002,0,0,0,0,5000
o200k_base,sighan_as,legal,05b3eebedeb9779bfc6567860bbcfd51a80a512040acd46291a6e2da228ca484,2be63cd08c949b44cd6e9a69edbec5fc-af9331ff81d8,c1-b1-a1,68582,63582,42425,68224,62222,36255,20967,1170,5190,23342,62222,42425,25324,1149,6002,0,0,0,0,5000
o200k_base,sighan_as,raw,05b3eebedeb9779bfc6567860bbcfd51a80a512040acd46291a6e2da228ca484,2be63cd08c949b44cd6e9a69edbec5fc-af9331ff81d8,c1-b1-a1,68582,63582,42425,68224,62222,36255,20967,1170,5190,23342,62222,42425,25324,1149,6002,0,0,0,0,5000
o200k_base,sighan_cityu,core,05b3eebedeb9779bfc6567860bbcfd51a80a512040acd46291a6e2da228ca484,58581cf718d59e4d15084352ad65b879-af9331ff81d8,c1-b1-a1,67689,53468,40936,65908,60080,26414,20917,742,5395,11913,48823,28648,23342,735,5828,0,0,0,0,1492
o200k_base,sighan_cityu,legal,05b3eebedeb9779bfc6567860bbcfd51a80a512040acd46291a6e2da228ca484,58581cf718d59e4d15084352ad65b879-af9331ff81d8,c1-b1-a1,67689,66197,40936,65908,60080,37250,21338,2194,5415,19630,60080,40936,23342,2174,5828,0,0,0,0,1492
o200k_base,sighan_cityu,raw,05b3eebedeb9779bfc6567860bbcfd51a80a512040acd46291a6e2da228ca484,58581cf718d59e4d15084352ad65b879-af9331ff81d8,c1-b1-a1,67689,66197,40936,65908,60080,37250,21338,2194,5415,19630,60080,40936,23342,2174,5828,0,0,0,0,1492
o200k_base,sighan_msr,core,05b3eebedeb9779bfc6567860bbcfd51a80a512040acd46291a6e2da228ca484,0560e07eb0101afa53c16a255caaa319-af9331ff81d8,c1-b1-a1,184355,146372,106873,142022,138907,69219,36615,2450,38088,46131,109819,75654,77815,2442,3115,0,0,0,0,3985
o200k_base,sighan_msr,legal,05b3eebedeb9779bfc6567860bbcfd51a80a512040acd46291a6e2da228ca484,0560e07eb0101afa53c16a255caaa319-af9331ff81d8,c1-b1-a1,184355,180370,106873,142022,138907,95529,39393,7359,38089,65443,138907,106873,77815,7222,3115,0,0,0,0,3985
o200k_base,sighan_msr,raw,05b3eebedeb9779bfc6567860bbcfd51a80a512040acd46291a6e2da228ca484,0560e07eb0101afa53c16a255caaa319-af9331ff81d8,c1-b1-a1,184355,180370,106873,142022,138907,95529,39393,7359,38089,65443,138907,106873,77815,7222,3115,0,0,0,0,3985
o200k_base,sighan_pku,core,05b3eebedeb9779bfc6567860bbcfd51a80a512040acd46291a6e2da228ca484,b2a4d594aa65a829a81df1b6afce55ee-af9331ff81d8,c1-b1-a1,172733,135942,104372,134663,131852,66784,33180,3013,32965,41255,101908,71741,74779,2983,2811,0,0,0,0,1944
o200k_base,sighan_pku,legal,05b3eebedeb9779bfc6567860bbcfd51a80a512040acd46291a6e2da228ca484,b2a4d594aa65a829a81df1b6afce55ee-af9331ff81d8,c1-b1-a1,172733,170789,104372,134663,131852,94615,35293,7813,33068,61504,131852,104372,74779,7672,2811,0,0,0,0,1944
o200k_base,sighan_pku,raw,05b3eebedeb9779bfc6567860bbcfd51a80a512040acd46291a6e2da228ca484,b2a4d594aa65a829a81df1b6afce55ee-af9331ff81d8,c1-b1-a1,172733,170789,104372,134663,131852,94615,35293,7813,33068,61504,131852,104372,74779,7672,2811,0,0,0,0,1944
o200k_base,ud_th_pud,core,05b3eebedeb9779bfc6567860bbcfd51a80a512040acd46291a6e2da228ca484,4b0e1b9bb0262e2aedf915e4322e9c30-af9331ff81d8,c1-b1-a1,98318,50336,22330,42389,42186,17272,10431,1609,21024,11417,28703,19881,11720,1586,203,10583,0,0,0,1000
o200k_base,ud_th_pud,legal,05b3eebedeb9779bfc6567860bbcfd51a80a512040acd46291a6e2da228ca484,4b0e1b9bb0262e2aedf915e4322e9c30-af9331ff81d8,c1-b1-a1,98318,55046,22330,42389,42186,20075,10528,3411,21032,12541,31603,24486,11720,3382,203,10583,0,0,0,1000
o200k_base,ud_th_pud,raw,05b3eebedeb9779bfc6567860bbcfd51a80a512040acd46291a6e2da228ca484,4b0e1b9bb0262e2aedf915e4322e9c30-af9331ff81d8,c1-b1-a1,98318,97318,22330,42389,42186,20075,21111,3411,52721,10390,42186,24486,11720,3382,203,10583,0,0,0,1000
o200k_base,ud_yue_hk,core,05b3eebedeb9779bfc6567860bbcfd51a80a512040acd46291a6e2da228ca484,c57eef85e9d45467b37b16a74061fa07-af9331ff81d8,c1-b1-a1,18633,12998,13918,20292,16716,8369,3384,70,1175,6459,12757,9443,10850,70,3576,0,0,0,0,1004
o200k_base,ud_yue_hk,legal,05b3eebedeb9779bfc6567860bbcfd51a80a512040acd46291a6e2da228ca484,c57eef85e9d45467b37b16a74061fa07-af9331ff81d8,c1-b1-a1,18633,17629,13918,20292,16716,12264,3448,651,1266,9706,16716,13919,10850,650,3576,0,0,0,0,1004
o200k_base,ud_yue_hk,raw,05b3eebedeb9779bfc6567860bbcfd51a80a512040acd46291a6e2da228ca484,c57eef85e9d45467b37b16a74061fa07-af9331ff81d8,c1-b1-a1,18633,17629,13918,20292,16716,12264,3448,651,1266,9706,16716,13919,10850,650,3576,0,0,0,0,1004
o200k_base,ud_zh_gsd,core,05b3eebedeb9779bfc6567860bbcfd51a80a512040acd46291a6e2da228ca484,8cac770ebc7b997f152fcbf748555fd2-af9331ff81d8,c1-b1-a1,19235,15035,12010,18142,16675,7726,5110,213,1986,3973,13336,8439,7394,211,1467,0,0,0,0,500
o200k_base,ud_zh_gsd,legal,05b3eebedeb9779bfc6567860bbcfd51a80a512040acd46291a6e2da228ca484,8cac770ebc7b997f152fcbf748555fd2-af9331ff81d8,c1-b1-a1,19235,18735,12010,18142,16675,10966,5209,573,1987,6409,16675,12039,7394,564,1467,0,0,0,0,500
o200k_base,ud_zh_gsd,raw,05b3eebedeb9779bfc6567860bbcfd51a80a512040acd46291a6e2da228ca484,8cac770ebc7b997f152fcbf748555fd2-af9331ff81d8,c1-b1-a1,19235,18735,12010,18142,16675,10966,5209,573,1987,6409,16675,12039,7394,564,1467,0,0,0,0,500
o200k_base,ud_zh_gsdsimp,core,05b3eebedeb9779bfc6567860bbcfd51a80a512040acd46291a6e2da228ca484,6f25aa75467198a1068703ba7201892f-af9331ff81d8,c1-b1-a1,19235,15035,12010,15700,15316,7578,4009,361,3087,4657,12087,8439,8473,355,384,0,0,0,0,500
o200k_base,ud_zh_gsdsimp,legal,05b3eebedeb9779bfc6567860bbcfd51a80a512040acd46291a6e2da228ca484,6f25aa75467198a1068703ba7201892f-af9331ff81d8,c1-b1-a1,19235,18735,12010,15700,15316,10708,4108,831,3088,7018,15316,12039,8473,816,384,0,0,0,0,500
o200k_base,ud_zh_gsdsimp,raw,05b3eebedeb9779bfc6567860bbcfd51a80a512040acd46291a6e2da228ca484,6f25aa75467198a1068703ba7201892f-af9331ff81d8,c1-b1-a1,19235,18735,12010,15700,15316,10708,4108,831,3088,7018,15316,12039,8473,816,384,0,0,0,0,500
o200k_base,ud_zh_hk,core,05b3eebedeb9779bfc6567860bbcfd51a80a512040acd46291a6e2da228ca484,3b03a30f7f07a74d502e63ab7b2158b1-af9331ff81d8,c1-b1-a1,14063,10547,9874,12956,12132,6130,2841,323,1253,4506,9975,7457,7374,322,824,0,0,0,0,1004
o200k_base,ud_zh_hk,legal,05b3eebedeb9779bfc6567860bbcfd51a80a512040acd46291a6e2da228ca484,3b03a30f7f07a74d502e63ab7b2158b1-af9331ff81d8,c1-b1-a1,14063,13059,9874,12956,12132,8259,2869,611,1320,6255,12132,9874,7374,607,824,0,0,0,0,1004
o200k_base,ud_zh_hk,raw,05b3eebedeb9779bfc6567860bbcfd51a80a512040acd46291a6e2da228ca484,3b03a30f7f07a74d502e63ab7b2158b1-af9331ff81d8,c1-b1-a1,14063,13059,9874,12956,12132,8259,2869,611,1320,6255,12132,9874,7374,607,824,0,0,0,0,1004
o200k_base,vistec_th,core,05b3eebedeb9779bfc6567860bbcfd51a80a512040acd46291a6e2da228ca484,bed5ca30c44920d580dad8f82cb8699a-af9331ff81d8,c1-b1-a1,1392530,681825,337977,619157,616945,229119,136253,26708,289745,146773,370372,260827,164773,26650,2212,149676,0,0,0,5000
o200k_base,vistec_th,legal,05b3eebedeb9779bfc6567860bbcfd51a80a512040acd46291a6e2da228ca484,bed5ca30c44920d580dad8f82cb8699a-af9331ff81d8,c1-b1-a1,1392530,842412,337977,619157,616945,308982,153287,87008,293135,174135,467269,400990,164773,86667,2212,149676,0,0,0,5000
o200k_base,vistec_th,raw,05b3eebedeb9779bfc6567860bbcfd51a80a512040acd46291a6e2da228ca484,bed5ca30c44920d580dad8f82cb8699a-af9331ff81d8,c1-b1-a1,1392530,1387530,337977,619157,616945,309060,302885,87042,688543,136528,616945,401102,164773,86701,2212,149676,0,0,0,5000
o200k_base,wisesight1000,core,05b3eebedeb9779bfc6567860bbcfd51a80a512040acd46291a6e2da228ca484,db4e643f660267c46562963d21e2ca5d-af9331ff81d8,c1-b1-a1,75135,35989,18790,33672,33447,11505,6464,1215,16805,8250,18962,13713,9617,1211,225,8350,0,0,0,993
o200k_base,wisesight1000,legal,05b3eebedeb9779bfc6567860bbcfd51a80a512040acd46291a6e2da228ca484,db4e643f660267c46562963d21e2ca5d-af9331ff81d8,c1-b1-a1,75135,46265,18790,33672,33447,16853,7251,4869,17292,10149,25097,22715,9617,4828,225,8350,0,0,0,993
o200k_base,wisesight1000,raw,05b3eebedeb9779bfc6567860bbcfd51a80a512040acd46291a6e2da228ca484,db4e643f660267c46562963d21e2ca5d-af9331ff81d8,c1-b1-a1,75135,74142,18790,33672,33447,16865,15589,4872,36816,7673,33447,22730,9617,4831,225,8350,0,0,0,993
olmo2,alt_km,core,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,57adf94bc86a52a59e4151d41cf87c72-af9331ff81d8,c1-b1-a1,699986,349503,177585,1137730,578482,145377,139448,8765,55913,50418,289825,159142,12136,8765,559248,269303,0,0,0,5000
olmo2,alt_km,legal,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,57adf94bc86a52a59e4151d41cf87c72-af9331ff81d8,c1-b1-a1,699986,369883,177585,1137730,578482,163630,140549,9634,56070,64618,309179,178264,12136,9632,559248,269303,0,0,0,5000
olmo2,alt_km,raw,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,57adf94bc86a52a59e4151d41cf87c72-af9331ff81d8,c1-b1-a1,699986,694986,177585,1137730,578482,163631,409851,9634,111870,11303,578482,178265,12136,9632,559248,269303,0,0,0,5000
olmo2,hkcancor_d,core,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,f318a47addd2c515077cf9aec2e1f445-af9331ff81d8,c1-b1-a1,2858,1962,2445,5192,2835,1554,388,0,20,1467,2199,1811,2083,0,2357,0,0,0,0,257
olmo2,hkcancor_d,legal,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,f318a47addd2c515077cf9aec2e1f445-af9331ff81d8,c1-b1-a1,2858,2601,2445,5192,2835,2185,393,3,20,2077,2835,2445,2083,3,2357,0,0,0,0,257
olmo2,hkcancor_d,raw,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,f318a47addd2c515077cf9aec2e1f445-af9331ff81d8,c1-b1-a1,2858,2601,2445,5192,2835,2185,393,3,20,2077,2835,2445,2083,3,2357,0,0,0,0,257
olmo2,hkcancor_p,core,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,edbbd3fee436612fbcab80d64f4359d8-af9331ff81d8,c1-b1-a1,2858,1962,2178,5192,2835,1311,631,0,20,1049,2199,1568,1614,0,2357,0,0,0,0,257
olmo2,hkcancor_p,legal,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,edbbd3fee436612fbcab80d64f4359d8-af9331ff81d8,c1-b1-a1,2858,2601,2178,5192,2835,1918,660,3,20,1608,2835,2178,1614,3,2357,0,0,0,0,257
olmo2,hkcancor_p,raw,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,edbbd3fee436612fbcab80d64f4359d8-af9331ff81d8,c1-b1-a1,2858,2601,2178,5192,2835,1918,660,3,20,1608,2835,2178,1614,3,2357,0,0,0,0,257
olmo2,hkcancor_s,core,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,b8ddbfc684e40364d686881c7f75b390-af9331ff81d8,c1-b1-a1,2858,1962,2178,5192,2835,1311,631,0,20,1049,2199,1568,1614,0,2357,0,0,0,0,257
olmo2,hkcancor_s,legal,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,b8ddbfc684e40364d686881c7f75b390-af9331ff81d8,c1-b1-a1,2858,2601,2178,5192,2835,1918,660,3,20,1608,2835,2178,1614,3,2357,0,0,0,0,257
olmo2,hkcancor_s,raw,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,b8ddbfc684e40364d686881c7f75b390-af9331ff81d8,c1-b1-a1,2858,2601,2178,5192,2835,1918,660,3,20,1608,2835,2178,1614,3,2357,0,0,0,0,257
olmo2,khpos,core,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,db07f6e38fbdec98e108f08272cddb44-af9331ff81d8,c1-b1-a1,50072,24146,10778,83243,42109,8575,11977,608,2986,2625,21552,10183,627,608,41134,19804,0,0,0,1000
olmo2,khpos,legal,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,db07f6e38fbdec98e108f08272cddb44-af9331ff81d8,c1-b1-a1,50072,24906,10778,83243,42109,9166,12139,611,2990,3167,22305,10777,627,611,41134,19804,0,0,0,1000
olmo2,khpos,raw,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,db07f6e38fbdec98e108f08272cddb44-af9331ff81d8,c1-b1-a1,50072,49072,10778,83243,42109,9166,31943,612,7351,620,42109,10778,627,612,41134,19804,0,0,0,1000
olmo2,osf_cwsa_zh,core,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,40a6e2b75aed4185096260b399664383-af9331ff81d8,c1-b1-a1,10310,9313,5425,15894,10154,4426,4731,2,154,1293,9657,4928,1792,2,5740,0,0,0,0,500
olmo2,osf_cwsa_zh,legal,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,40a6e2b75aed4185096260b399664383-af9331ff81d8,c1-b1-a1,10310,9810,5425,15894,10154,4923,4731,2,154,1790,10154,5425,1792,2,5740,0,0,0,0,500
olmo2,osf_cwsa_zh,raw,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,40a6e2b75aed4185096260b399664383-af9331ff81d8,c1-b1-a1,10310,9810,5425,15894,10154,4923,4731,2,154,1790,10154,5425,1792,2,5740,0,0,0,0,500
olmo2,sighan_as,core,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,2be63cd08c949b44cd6e9a69edbec5fc-af9331ff81d8,c1-b1-a1,68582,54820,42425,101843,67474,29051,24728,38,1003,14340,58779,34089,21768,37,34369,0,0,3,0,5000
olmo2,sighan_as,legal,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,2be63cd08c949b44cd6e9a69edbec5fc-af9331ff81d8,c1-b1-a1,68582,63582,42425,101843,67474,37328,25146,97,1011,21588,67474,42425,21768,96,34369,0,0,3,0,5000
olmo2,sighan_as,raw,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,2be63cd08c949b44cd6e9a69edbec5fc-af9331ff81d8,c1-b1-a1,68582,63582,42425,101843,67474,37328,25146,97,1011,21588,67474,42425,21768,96,34369,0,0,3,0,5000
olmo2,sighan_cityu,core,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,58581cf718d59e4d15084352ad65b879-af9331ff81d8,c1-b1-a1,67689,53468,40936,100764,65866,27123,24703,33,1609,10266,53318,28648,19988,27,34898,0,0,8,0,1492
olmo2,sighan_cityu,legal,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,58581cf718d59e4d15084352ad65b879-af9331ff81d8,c1-b1-a1,67689,66197,40936,100764,65866,39250,25124,194,1629,19626,65866,40936,19988,188,34898,0,0,8,0,1492
olmo2,sighan_cityu,raw,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,58581cf718d59e4d15084352ad65b879-af9331ff81d8,c1-b1-a1,67689,66197,40936,100764,65866,39250,25124,194,1629,19626,65866,40936,19988,188,34898,0,0,8,0,1492
olmo2,sighan_msr,core,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,0560e07eb0101afa53c16a255caaa319-af9331ff81d8,c1-b1-a1,184355,146372,106873,220939,177541,71623,68994,46,5709,28269,144602,75654,52483,40,43398,0,0,12,0,3985
olmo2,sighan_msr,legal,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,0560e07eb0101afa53c16a255caaa319-af9331ff81d8,c1-b1-a1,184355,180370,106873,220939,177541,101783,71773,1105,5709,50396,177541,106873,52483,1044,43398,0,0,12,0,3985
olmo2,sighan_msr,raw,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,0560e07eb0101afa53c16a255caaa319-af9331ff81d8,c1-b1-a1,184355,180370,106873,220939,177541,101783,71773,1105,5709,50396,177541,106873,52483,1044,43398,0,0,12,0,3985
olmo2,sighan_pku,core,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,b2a4d594aa65a829a81df1b6afce55ee-af9331ff81d8,c1-b1-a1,172733,135942,104372,210376,164768,69567,59459,230,6686,26606,130970,71741,51870,227,45608,0,0,14,0,1944
olmo2,sighan_pku,legal,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,b2a4d594aa65a829a81df1b6afce55ee-af9331ff81d8,c1-b1-a1,172733,170789,104372,210376,164768,101249,61575,1179,6786,49681,164768,104372,51870,1176,45608,0,0,14,0,1944
olmo2,sighan_pku,raw,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,b2a4d594aa65a829a81df1b6afce55ee-af9331ff81d8,c1-b1-a1,172733,170789,104372,210376,164768,101249,61575,1179,6786,49681,164768,104372,51870,1176,45608,0,0,14,0,1944
olmo2,ud_th_pud,core,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,4b0e1b9bb0262e2aedf915e4322e9c30-af9331ff81d8,c1-b1-a1,98318,50336,22330,93621,89493,18807,27893,74,3562,6891,47700,19881,641,74,4128,37450,0,0,0,1000
olmo2,ud_th_pud,legal,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,4b0e1b9bb0262e2aedf915e4322e9c30-af9331ff81d8,c1-b1-a1,98318,55046,22330,93621,89493,23052,27991,434,3569,10011,52043,24486,641,433,4128,37450,0,0,0,1000
olmo2,ud_th_pud,raw,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,4b0e1b9bb0262e2aedf915e4322e9c30-af9331ff81d8,c1-b1-a1,98318,97318,22330,93621,89493,23052,65441,434,8391,2310,89493,24486,641,433,4128,37450,0,0,0,1000
olmo2,ud_yue_hk,core,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,c57eef85e9d45467b37b16a74061fa07-af9331ff81d8,c1-b1-a1,18633,12998,13918,29158,18076,8429,4115,10,444,5949,13548,9443,10180,9,11082,0,0,1,0,1004
olmo2,ud_yue_hk,legal,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,c57eef85e9d45467b37b16a74061fa07-af9331ff81d8,c1-b1-a1,18633,17629,13918,29158,18076,12892,4180,23,534,10141,18076,13919,10180,22,11082,0,0,1,0,1004
olmo2,ud_yue_hk,raw,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,c57eef85e9d45467b37b16a74061fa07-af9331ff81d8,c1-b1-a1,18633,17629,13918,29158,18076,12892,4180,23,534,10141,18076,13919,10180,22,11082,0,0,1,0,1004
olmo2,ud_zh_gsd,core,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,8cac770ebc7b997f152fcbf748555fd2-af9331ff81d8,c1-b1-a1,19235,15035,12010,27266,18159,7935,6104,4,992,3525,14539,8439,6458,4,9107,0,0,3,0,500
olmo2,ud_zh_gsd,legal,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,8cac770ebc7b997f152fcbf748555fd2-af9331ff81d8,c1-b1-a1,19235,18735,12010,27266,18159,11455,6204,84,992,6334,18159,12039,6458,84,9107,0,0,3,0,500
olmo2,ud_zh_gsd,raw,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,8cac770ebc7b997f152fcbf748555fd2-af9331ff81d8,c1-b1-a1,19235,18735,12010,27266,18159,11455,6204,84,992,6334,18159,12039,6458,84,9107,0,0,3,0,500
olmo2,ud_zh_gsdsimp,core,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,6f25aa75467198a1068703ba7201892f-af9331ff81d8,c1-b1-a1,19235,15035,12010,23167,17899,7902,5934,37,1162,3614,14336,8439,6629,37,5268,0,0,2,0,500
olmo2,ud_zh_gsdsimp,legal,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,6f25aa75467198a1068703ba7201892f-af9331ff81d8,c1-b1-a1,19235,18735,12010,23167,17899,11365,6034,174,1162,6329,17899,12039,6629,174,5268,0,0,2,0,500
olmo2,ud_zh_gsdsimp,raw,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,6f25aa75467198a1068703ba7201892f-af9331ff81d8,c1-b1-a1,19235,18735,12010,23167,17899,11365,6034,174,1162,6329,17899,12039,6629,174,5268,0,0,2,0,500
olmo2,ud_zh_hk,core,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,3b03a30f7f07a74d502e63ab7b2158b1-af9331ff81d8,c1-b1-a1,14063,10547,9874,19788,13590,6396,3772,57,322,4182,11172,7457,6497,56,6198,0,0,1,0,1004
olmo2,ud_zh_hk,legal,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,3b03a30f7f07a74d502e63ab7b2158b1-af9331ff81d8,c1-b1-a1,14063,13059,9874,19788,13590,8786,3800,84,389,6340,13590,9874,6497,83,6198,0,0,1,0,1004
olmo2,ud_zh_hk,raw,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,3b03a30f7f07a74d502e63ab7b2158b1-af9331ff81d8,c1-b1-a1,14063,13059,9874,19788,13590,8786,3800,84,389,6340,13590,9874,6497,83,6198,0,0,1,0,1004
olmo2,vistec_th,core,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,bed5ca30c44920d580dad8f82cb8699a-af9331ff81d8,c1-b1-a1,1392530,681825,337977,1254210,1216803,254215,341273,1612,84725,102242,600488,260827,16364,1610,37407,481831,0,0,0,5000
olmo2,vistec_th,legal,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,bed5ca30c44920d580dad8f82cb8699a-af9331ff81d8,c1-b1-a1,1392530,842412,337977,1254210,1216803,371120,358852,24870,87570,177461,734972,400990,16364,24829,37407,481831,0,0,0,5000
olmo2,vistec_th,raw,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,bed5ca30c44920d580dad8f82cb8699a-af9331ff81d8,c1-b1-a1,1392530,1387530,337977,1254210,1216803,371229,840574,24873,150854,50067,1216803,401102,16364,24832,37407,481831,0,0,0,5000
olmo2,wisesight1000,core,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,db4e643f660267c46562963d21e2ca5d-af9331ff81d8,c1-b1-a1,75135,35989,18790,65880,63609,12634,16746,86,6523,5251,30373,13713,1937,86,2271,24826,0,0,0,993
olmo2,wisesight1000,legal,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,db4e643f660267c46562963d21e2ca5d-af9331ff81d8,c1-b1-a1,75135,46265,18790,65880,63609,20213,17577,1509,6966,10042,38783,22715,1937,1493,2271,24826,0,0,0,993
olmo2,wisesight1000,raw,d4ad4ae0a43b26f23f0bda249b411969bed55a5b98b322a6b8fd7567b038927a,db4e643f660267c46562963d21e2ca5d-af9331ff81d8,c1-b1-a1,75135,74142,18790,65880,63609,20228,42388,1509,10017,3667,63609,22730,1937,1493,2271,24826,0,0,0,993
phi4,alt_km,core,a866478e5adc2c166f44f5bb16194776cd5c2804fba2c261d11ea48925324325,57adf94bc86a52a59e4151d41cf87c72-af9331ff81d8,c1-b1-a1,699986,349503,177585,1137730,578482,145377,139448,8765,55913,50418,289825,159142,12136,8765,559248,269303,0,0,0,5000
phi4,alt_km,legal,a866478e5adc2c166f44f5bb16194776cd5c2804fba2c261d11ea48925324325,57adf94bc86a52a59e4151d41cf87c72-af9331ff81d8,c1-b1-a1,699986,369883,177585,1137730,578482,163630,140549,9634,56070,64618,309179,178264,12136,9632,559248,269303,0,0,0,5000
phi4,alt_km,raw,a866478e5adc2c166f44f5bb16194776cd5c2804fba2c261d11ea48925324325,57adf94bc86a52a59e4151d41cf87c72-af9331ff81d8,c1-b1-a1,699986,694986,177585,1137730,578482,163631,409851,9634,111870,11303,578482,178265,12136,9632,559248,269303,0,0,0,5000
phi4,hkcancor_d,core,a866478e5adc2c166f44f5bb16194776cd5c2804fba2c261d11ea48925324325,f318a47addd2c515077cf9aec2e1f445-af9331ff81d8,c1-b1-a1,2858,1962,2445,5192,2835,1554,388,0,20,1467,2199,1811,2083,0,2357,0,0,0,0,257
phi4,hkcancor_d,legal,a866478e5adc2c166f44f5bb16194776cd5c2804fba2c261d11ea48925324325,f318a47addd2c515077cf9aec2e1f445-af9331ff81d8,c1-b1-a1,2858,2601,2445,5192,2835,2185,393,3,20,2077,2835,2445,2083,3,2357,0,0,0,0,257
phi4,hkcancor_d,raw,a866478e5adc2c166f44f5bb16194776cd5c2804fba2c261d11ea48925324325,f318a47addd2c515077cf9aec2e1f445-af9331ff81d8,c1-b1-a1,2858,2601,2445,5192,2835,2185,393,3,20,2077,2835,2445,2083,3,2357,0,0,0,0,257
